customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,MonthlyChargeBand,TotalCharges,CustomerValue,IsMonthToMonth
5566-SOEZD,One year,Yes,Credit card (automatic),80.65,High,2209.75,Medium Value,No
9842-EFSYY,Month-to-month,Yes,Mailed check,57.2,Medium,223.75,Low Value,Yes
2272-WUSPA,Two year,Yes,Electronic check,110.75,Very High,7751.7,High Value,No
4584-LBNMK,One year,No,Credit card (automatic),24.7,Low,1174.35,Medium Value,No
3898-GUYTS,Month-to-month,Yes,Electronic check,97.05,Very High,4385.05,High Value,Yes
0930-EHUZA,One year,Yes,Mailed check,76.35,High,2606.35,Medium Value,No
6413-XKKPU,Month-to-month,Yes,Electronic check,89.4,High,1539.45,Medium Value,Yes
9975-SKRNR,Month-to-month,No,Mailed check,18.9,Low,18.9,Low Value,Yes
3703-KBKZP,Month-to-month,Yes,Bank transfer (automatic),74.45,High,1261.35,Medium Value,Yes
1449-XQEMT,Month-to-month,Yes,Mailed check,19.8,Low,58.15,Low Value,Yes
2626-URJFX,Month-to-month,Yes,Electronic check,50.9,Medium,225.6,Low Value,Yes
4973-MGTON,Two year,Yes,Credit card (automatic),84.4,High,5969.3,High Value,No
3682-YEUWS,Month-to-month,Yes,Mailed check,24.4,Low,253.9,Low Value,Yes
1223-UNPKS,Two year,No,Mailed check,20.05,Low,400,Low Value,No
2612-RRIDN,Month-to-month,Yes,Electronic check,81,High,340.85,Low Value,Yes
4735-ASGMA,Month-to-month,Yes,Electronic check,98.35,Very High,2515.3,Medium Value,Yes
3446-QDSZF,Month-to-month,No,Credit card (automatic),55.5,Medium,227.35,Low Value,Yes
3669-LVWZB,Month-to-month,Yes,Mailed check,51,Medium,305.95,Low Value,Yes
6892-EZDTG,Month-to-month,Yes,Electronic check,91.65,Very High,365.4,Low Value,Yes
5117-IFGPS,Month-to-month,Yes,Electronic check,84.3,High,2357.75,Medium Value,Yes
7379-FNIUJ,Month-to-month,No,Electronic check,100.2,Very High,198.5,Low Value,Yes
1627-AFWVJ,Two year,No,Mailed check,19.4,Low,554.25,Low Value,No
9725-SCPZG,Month-to-month,Yes,Electronic check,90.85,Very High,90.85,Low Value,Yes
5884-GCYMI,Month-to-month,No,Mailed check,69.4,Medium,69.4,Low Value,Yes
3217-FZDMN,Month-to-month,Yes,Credit card (automatic),94.45,Very High,742.95,Medium Value,Yes
4486-EFAEB,Month-to-month,Yes,Electronic check,20.4,Low,251.65,Low Value,Yes
0060-FUALY,Month-to-month,Yes,Electronic check,94.75,Very High,5597.65,High Value,Yes
7853-GVUDZ,Month-to-month,Yes,Credit card (automatic),20.15,Low,20.15,Low Value,Yes
7480-QNVZJ,Month-to-month,Yes,Electronic check,95.7,Very High,4816.7,High Value,Yes
6954-OOYZZ,Month-to-month,Yes,Bank transfer (automatic),44.35,Medium,768.05,Medium Value,Yes
7088-FBAWU,Month-to-month,No,Mailed check,74.55,High,1215.8,Medium Value,Yes
8313-AFGBW,Two year,No,Electronic check,73.6,High,3522.65,High Value,No
3943-KDREE,Month-to-month,Yes,Bank transfer (automatic),74.95,High,1834.95,Medium Value,Yes
9239-ZBZZV,Month-to-month,Yes,Electronic check,47.95,Medium,305.1,Low Value,Yes
3097-IDVPU,Month-to-month,No,Credit card (automatic),50.1,Medium,910.45,Medium Value,Yes
4398-HSCJH,Month-to-month,Yes,Electronic check,63.6,Medium,155.65,Low Value,Yes
2197-OMWGI,Two year,Yes,Electronic check,53,Medium,3656.25,High Value,No
2303-PJYHN,Month-to-month,No,Bank transfer (automatic),19.85,Low,52,Low Value,Yes
9795-VOWON,One year,Yes,Credit card (automatic),24.35,Low,150.85,Low Value,No
1237-WIYYZ,Month-to-month,Yes,Mailed check,19.55,Low,389.25,Low Value,Yes
1987-AUELQ,Two year,No,Credit card (automatic),25.05,Low,1873.7,Medium Value,No
7852-LECYP,Month-to-month,No,Credit card (automatic),93.8,Very High,1261,Medium Value,Yes
4430-UZIPO,Month-to-month,Yes,Mailed check,36.85,Medium,108.7,Low Value,Yes
4822-LPTYJ,Two year,Yes,Bank transfer (automatic),103.75,Very High,7346.2,High Value,No
8165-CBKXO,Two year,Yes,Credit card (automatic),56.75,Medium,3708.4,High Value,No
6527-PZFPV,One year,Yes,Credit card (automatic),20.8,Low,469.65,Low Value,No
4855-SNKMY,Month-to-month,Yes,Electronic check,44.1,Medium,44.1,Low Value,Yes
9593-CVZKR,Two year,Yes,Mailed check,24.45,Low,1385.85,Medium Value,No
8595-SIZNC,One year,No,Bank transfer (automatic),25.6,Low,548.8,Low Value,No
8008-HAWED,Month-to-month,Yes,Electronic check,50.75,Medium,712.75,Medium Value,Yes
7124-UGSUR,One year,Yes,Credit card (automatic),104.4,Very High,6405,High Value,No
1862-SKORY,Month-to-month,Yes,Electronic check,39.3,Medium,1637.4,Medium Value,Yes
5236-XMZJY,Month-to-month,No,Bank transfer (automatic),59.65,Medium,2536.55,Medium Value,Yes
4827-DPADN,Two year,Yes,Bank transfer (automatic),83.3,High,6042.7,High Value,No
2694-CIUMO,Month-to-month,Yes,Credit card (automatic),79.55,High,958.25,Medium Value,Yes
5846-ABOBJ,Two year,No,Bank transfer (automatic),24.45,Low,1730.65,Medium Value,No
1439-LCGVL,One year,No,Mailed check,19.2,Low,459.6,Low Value,No
0909-SDHNU,Month-to-month,No,Mailed check,29.8,Low,201.95,Low Value,Yes
4647-XXZAM,Month-to-month,No,Mailed check,45.5,Medium,285.2,Low Value,Yes
1502-XFCVR,One year,Yes,Electronic check,106.45,Very High,6145.85,High Value,No
7740-KKCXF,Month-to-month,Yes,Credit card (automatic),30.05,Low,1529.45,Medium Value,Yes
5360-XGYAZ,Two year,Yes,Bank transfer (automatic),65.65,Medium,4664.5,High Value,No
9692-TUSXH,Month-to-month,Yes,Electronic check,96.05,Very High,1740.7,Medium Value,Yes
7912-SYRQT,Month-to-month,Yes,Bank transfer (automatic),75.1,High,552.95,Low Value,Yes
3557-HTYWR,Two year,No,Mailed check,74.05,High,3496.3,High Value,No
4816-JBHOV,Month-to-month,Yes,Electronic check,44.7,Medium,93.7,Low Value,Yes
8920-NAVAY,One year,Yes,Bank transfer (automatic),110.75,Very High,7053.35,High Value,No
1699-TLDLZ,Two year,No,Mailed check,19.7,Low,301.55,Low Value,No
5600-PDUJF,Month-to-month,Yes,Credit card (automatic),49.5,Medium,312.7,Low Value,Yes
8292-TYSPY,Month-to-month,Yes,Credit card (automatic),55,Medium,1046.5,Medium Value,Yes
0567-XRHCU,Two year,Yes,Credit card (automatic),43.95,Medium,2960.1,High Value,No
1867-BDVFH,Month-to-month,Yes,Electronic check,74.35,High,834.2,Medium Value,Yes
2067-QYTCF,Month-to-month,Yes,Electronic check,111.15,Very High,6953.4,High Value,Yes
2359-QWQUL,One year,Yes,Credit card (automatic),104.7,Very High,4134.85,High Value,No
9103-TCIHJ,Month-to-month,Yes,Mailed check,55.7,Medium,899.8,Medium Value,Yes
7407-SUJIZ,Month-to-month,No,Mailed check,20.6,Low,541.5,Low Value,Yes
9150-KPBJQ,Two year,No,Credit card (automatic),19.65,Low,116.85,Low Value,No
0052-DCKON,One year,No,Bank transfer (automatic),115.8,Very High,7942.15,High Value,No
3654-ARMGP,Two year,No,Credit card (automatic),88.65,High,5321.25,High Value,No
9699-UBQFS,Month-to-month,Yes,Electronic check,94.5,Very High,4156.8,High Value,Yes
9367-TCUYN,Month-to-month,No,Mailed check,20.1,Low,223.6,Low Value,Yes
1261-FWTTE,Month-to-month,Yes,Bank transfer (automatic),34.65,Low,768.45,Medium Value,Yes
3528-HFRIQ,Month-to-month,Yes,Bank transfer (automatic),52.3,Medium,3765.05,High Value,Yes
0708-SJDIS,Month-to-month,No,Mailed check,65,Medium,2157.5,Medium Value,Yes
4140-WJAWW,Month-to-month,No,Credit card (automatic),19.85,Low,108.05,Low Value,Yes
2073-QBVBI,One year,No,Mailed check,35.45,Low,1391.65,Medium Value,No
6928-ONTRW,Two year,No,Credit card (automatic),19.7,Low,1379.8,Medium Value,No
3320-VEOYC,Month-to-month,Yes,Electronic check,95.6,Very High,1273.3,Medium Value,Yes
5231-FIQPA,Two year,Yes,Mailed check,19.85,Low,810.45,Medium Value,No
6617-WLBQC,One year,No,Credit card (automatic),81.85,High,1810.85,Medium Value,No
2599-CIPQE,Two year,No,Credit card (automatic),109.3,Very High,7782.85,High Value,No
6653-CBBOM,Month-to-month,Yes,Electronic check,70.3,Medium,70.3,Low Value,Yes
8774-GSBUN,Two year,No,Mailed check,25.4,Low,1797.1,Medium Value,No
7326-RIGQZ,Month-to-month,Yes,Electronic check,69.8,Medium,377.85,Low Value,Yes
1401-FTHFQ,One year,Yes,Credit card (automatic),20,Low,445.3,Low Value,No
3247-ZVOUO,Month-to-month,No,Electronic check,85.55,High,851.75,Medium Value,Yes
0254-FNMCI,Two year,Yes,Electronic check,109.9,Very High,7624.2,High Value,No
1848-LBZHY,Month-to-month,Yes,Bank transfer (automatic),50.3,Medium,355.1,Low Value,Yes
6101-IMRMM,Month-to-month,No,Mailed check,94.5,Very High,575.45,Low Value,Yes
8118-TJAFG,Month-to-month,Yes,Electronic check,101.5,Very High,906.85,Medium Value,Yes
5429-LWCMV,Month-to-month,Yes,Electronic check,89.15,High,1057.55,Medium Value,Yes
7298-IZWLY,Month-to-month,Yes,Mailed check,19.4,Low,19.4,Low Value,Yes
9758-MFWGD,One year,No,Bank transfer (automatic),29.9,Low,1388.75,Medium Value,No
3955-JBZZM,Month-to-month,No,Electronic check,78.8,High,1641.3,Medium Value,Yes
1268-ASBGA,Month-to-month,Yes,Credit card (automatic),85.35,High,1375.15,Medium Value,Yes
8943-URTMR,Month-to-month,Yes,Mailed check,79.65,High,152.7,Low Value,Yes
4815-TUMEQ,One year,Yes,Mailed check,19.3,Low,185.2,Low Value,No
4713-LZDRV,Month-to-month,Yes,Electronic check,79.6,High,195.05,Low Value,Yes
9909-IDLEK,Month-to-month,No,Mailed check,96.8,Very High,1826.7,Medium Value,Yes
4092-OFQZS,One year,No,Mailed check,20.65,Low,417.5,Low Value,No
1561-BWHIN,One year,No,Mailed check,19.8,Low,344.5,Low Value,No
4325-NFSKC,Month-to-month,Yes,Electronic check,90.6,Very High,1660,Medium Value,Yes
9927-DSWDF,Month-to-month,Yes,Electronic check,104.6,Very High,2180.55,Medium Value,Yes
9500-LTVBP,Month-to-month,No,Credit card (automatic),80.05,High,2835.9,High Value,Yes
7252-NTGSS,Month-to-month,No,Mailed check,45.15,Medium,45.15,Low Value,Yes
8149-AIQCG,Month-to-month,Yes,Credit card (automatic),73.15,High,2730.85,Medium Value,Yes
1360-JYXKQ,One year,Yes,Electronic check,99.1,Very High,5437.1,High Value,No
2955-PSXOE,Month-to-month,Yes,Bank transfer (automatic),20.2,Low,20.2,Low Value,Yes
7762-URZQH,Two year,Yes,Credit card (automatic),106.05,Very High,6981.35,High Value,No
0899-WZRSD,Month-to-month,Yes,Mailed check,105.35,Very High,5794.45,High Value,Yes
3255-GRXMG,Month-to-month,Yes,Credit card (automatic),45.65,Medium,747.2,Medium Value,Yes
4828-FAZPK,Month-to-month,Yes,Credit card (automatic),79.95,High,1267.95,Medium Value,Yes
6094-ZIVKX,One year,Yes,Credit card (automatic),54.45,Medium,3674.95,High Value,No
6925-BAYGL,Two year,No,Credit card (automatic),25.1,Low,1275.6,Medium Value,No
3262-EIDHV,Two year,No,Credit card (automatic),84.7,High,5893.9,High Value,No
7354-OIJLX,Month-to-month,Yes,Electronic check,75.85,High,724.65,Medium Value,Yes
1376-HHBDV,Month-to-month,Yes,Mailed check,48.8,Medium,1536.75,Medium Value,Yes
6907-NZZIJ,Month-to-month,Yes,Electronic check,99.15,Very High,3615.6,High Value,Yes
6133-OZILE,Month-to-month,Yes,Electronic check,35.2,Low,607.3,Low Value,Yes
4135-FRWKJ,One year,No,Electronic check,76.25,High,4154.55,High Value,No
2911-UREFD,Month-to-month,No,Electronic check,55.9,Medium,2184.35,Medium Value,Yes
3744-ZRRDZ,Month-to-month,Yes,Electronic check,82.35,High,1852.85,Medium Value,Yes
5673-TIYIB,Month-to-month,Yes,Credit card (automatic),40.4,Medium,77.15,Low Value,Yes
6551-ZCOTS,One year,Yes,Bank transfer (automatic),24.9,Low,847.8,Medium Value,No
7191-ADRGF,Two year,No,Bank transfer (automatic),54.3,Medium,2390.45,Medium Value,No
5018-LXQQG,Month-to-month,No,Bank transfer (automatic),66.3,Medium,1923.5,Medium Value,Yes
6892-BOGQE,Two year,Yes,Bank transfer (automatic),20.9,Low,1493.2,Medium Value,No
1602-IJQQE,Month-to-month,No,Electronic check,75.35,High,338.1,Low Value,Yes
4628-WQCQQ,One year,Yes,Electronic check,85.15,High,3030.6,High Value,No
1746-TGTWV,Month-to-month,No,Credit card (automatic),75.35,High,75.35,Low Value,Yes
5995-SNNEW,Month-to-month,Yes,Electronic check,104.45,Very High,2184.85,Medium Value,Yes
8050-WYBND,One year,Yes,Credit card (automatic),49.45,Medium,1031.4,Medium Value,No
2821-WARNZ,One year,No,Credit card (automatic),19.45,Low,921.3,Medium Value,No
4879-GZLFH,Month-to-month,Yes,Electronic check,92.15,Very High,3875.4,High Value,Yes
1644-IRKSF,One year,Yes,Electronic check,93.8,Very High,3124.5,High Value,No
8314-HTWVE,Two year,No,Mailed check,19.85,Low,144.15,Low Value,No
9402-ROUMJ,One year,Yes,Bank transfer (automatic),100.25,Very High,6689,High Value,No
2507-QZPQS,Month-to-month,No,Electronic check,95.7,Very High,1451.1,Medium Value,Yes
7159-NOKYQ,Two year,Yes,Electronic check,93.15,Very High,6368.2,High Value,No
5707-ZMDJP,Two year,Yes,Mailed check,69.7,Medium,3729.6,High Value,No
8779-YIQQA,One year,No,Mailed check,19.8,Low,350.1,Low Value,No
7136-IHZJA,Month-to-month,Yes,Mailed check,71.35,High,2847.2,High Value,Yes
8966-OIQHG,One year,No,Bank transfer (automatic),20.75,Low,452.35,Low Value,No
7074-STDCN,Month-to-month,Yes,Electronic check,40.6,Medium,1494.5,Medium Value,Yes
3705-PSNGL,One year,Yes,Electronic check,20.4,Low,930.45,Medium Value,No
8739-QOTTN,Month-to-month,No,Mailed check,20.35,Low,41.85,Low Value,Yes
1399-OUPJN,Two year,No,Bank transfer (automatic),19.75,Low,1272.05,Medium Value,No
0277-BKSQP,Month-to-month,Yes,Electronic check,54.4,Medium,475.1,Low Value,Yes
6502-HCJTI,Month-to-month,Yes,Credit card (automatic),94.7,Very High,673.1,Low Value,Yes
2606-RMDHZ,Month-to-month,Yes,Credit card (automatic),30.5,Low,208.7,Low Value,Yes
5774-XZTQC,Month-to-month,No,Mailed check,20.45,Low,150.75,Low Value,Yes
2676-SSLTO,Two year,Yes,Bank transfer (automatic),66.15,Medium,3199,High Value,No
6266-QHOJZ,One year,Yes,Electronic check,89.85,High,5844.65,High Value,No
7269-JISCY,One year,No,Bank transfer (automatic),45.05,Medium,2462.6,Medium Value,No
0363-SVHYR,Two year,No,Bank transfer (automatic),86.85,High,6263.8,High Value,No
8547-NSBBO,Month-to-month,Yes,Mailed check,96.75,Very High,3403.4,High Value,Yes
8258-GSTJK,Month-to-month,Yes,Electronic check,77,High,237.75,Low Value,Yes
6861-OKBCE,Month-to-month,No,Credit card (automatic),20.1,Low,221.35,Low Value,Yes
9940-RHLFB,Month-to-month,No,Electronic check,75.3,High,75.3,Low Value,Yes
6591-QGOYB,Month-to-month,Yes,Bank transfer (automatic),106.65,Very High,1672.1,Medium Value,Yes
9070-BCKQP,Two year,Yes,Credit card (automatic),110.15,Very High,7881.2,High Value,No
6421-SZVEM,One year,Yes,Bank transfer (automatic),82.85,High,2320.8,Medium Value,No
1328-EUZHC,Two year,No,Mailed check,20.1,Low,370.5,Low Value,No
2995-UPRYS,One year,Yes,Credit card (automatic),99.2,Very High,4062.2,High Value,No
8878-RYUKI,Month-to-month,Yes,Electronic check,59.45,Medium,3043.7,High Value,Yes
9633-DENPU,Month-to-month,Yes,Bank transfer (automatic),58.6,Medium,2723.4,Medium Value,Yes
7811-JIVPF,Month-to-month,No,Credit card (automatic),49.7,Medium,1081.25,Medium Value,Yes
7113-HIPFI,Two year,No,Mailed check,65.85,Medium,4097.05,High Value,No
8541-QVFKM,Month-to-month,Yes,Electronic check,73.5,High,632.2,Low Value,Yes
6686-YPGHK,Month-to-month,No,Mailed check,85.5,High,4042.3,High Value,Yes
1383-EZRWL,Month-to-month,No,Mailed check,20.05,Low,164.85,Low Value,Yes
9258-CNWAC,Two year,No,Credit card (automatic),113.65,Very High,8166.8,High Value,No
5371-VYLSX,Month-to-month,Yes,Electronic check,83.4,High,4113.7,High Value,Yes
6374-AFWOX,Two year,No,Mailed check,65.65,Medium,3047.15,High Value,No
4759-TRPLW,Month-to-month,No,Electronic check,70.4,High,70.4,Low Value,Yes
5317-FLPJF,Two year,Yes,Bank transfer (automatic),61.35,Medium,4193.4,High Value,No
7621-VPNET,Month-to-month,Yes,Credit card (automatic),85.9,High,3729.75,High Value,Yes
6034-YMTOB,Month-to-month,Yes,Mailed check,75.65,High,399.45,Low Value,Yes
8563-IIOXK,One year,Yes,Electronic check,49.75,Medium,331.3,Low Value,No
4903-CNOZC,One year,No,Credit card (automatic),70.9,High,1964.6,Medium Value,No
4353-HYOJD,Month-to-month,No,Mailed check,49.85,Medium,1336.15,Medium Value,Yes
8020-BWHYL,Month-to-month,Yes,Credit card (automatic),75.3,High,1147.45,Medium Value,Yes
7267-FRMJW,Two year,No,Mailed check,20.1,Low,486.05,Low Value,No
2982-VPSGI,Month-to-month,Yes,Electronic check,94,Very High,1078.9,Medium Value,Yes
4188-FRABG,Month-to-month,Yes,Electronic check,103.05,Very High,5925.75,High Value,Yes
8199-ZLLSA,One year,Yes,Bank transfer (automatic),118.35,Very High,7804.15,High Value,No
4128-ETESU,Month-to-month,No,Electronic check,99.7,Very High,4747.2,High Value,Yes
0620-DLSLK,Month-to-month,Yes,Mailed check,81.9,High,1028.9,Medium Value,Yes
4625-EWPTF,Month-to-month,Yes,Electronic check,30.45,Low,226.45,Low Value,Yes
5980-NOPLP,Month-to-month,Yes,Electronic check,96.1,Very High,4364.1,High Value,Yes
3850-OKINF,One year,Yes,Electronic check,66.2,Medium,4692.55,High Value,No
6892-XPFPU,Month-to-month,Yes,Electronic check,104.25,Very High,2433.9,Medium Value,Yes
8010-EZLOU,Month-to-month,Yes,Electronic check,80.2,High,1217.25,Medium Value,Yes
1156-ZFYDO,Month-to-month,No,Electronic check,19.75,Low,19.75,Low Value,Yes
3295-YVUSR,Month-to-month,Yes,Mailed check,72.6,High,154.3,Low Value,Yes
8016-NCFVO,Month-to-month,Yes,Electronic check,116.5,Very High,6382.55,High Value,Yes
4119-ZYPZY,Two year,Yes,Electronic check,106.8,Very High,7623.2,High Value,No
5549-ZGHFB,Two year,No,Mailed check,24.95,Low,1261.45,Medium Value,No
7577-SWIFR,Month-to-month,Yes,Electronic check,89.25,High,89.25,Low Value,Yes
0303-WMMRN,Month-to-month,Yes,Mailed check,19.25,Low,86.05,Low Value,Yes
6408-OTUBZ,One year,Yes,Bank transfer (automatic),104.55,Very High,6779.05,High Value,No
5204-HMGYF,One year,Yes,Mailed check,87.2,High,4345,High Value,No
1078-TDCRN,Month-to-month,Yes,Electronic check,30.75,Low,82.85,Low Value,Yes
3727-OVPRY,One year,Yes,Credit card (automatic),25.7,Low,1714.55,Medium Value,No
3797-FKOGQ,Month-to-month,No,Electronic check,86.2,High,893.2,Medium Value,Yes
7622-NXQZR,Month-to-month,Yes,Credit card (automatic),30.1,Low,810.85,Medium Value,Yes
6196-HBOBZ,Two year,Yes,Electronic check,99.35,Very High,6347.55,High Value,No
3970-XGJDU,Two year,Yes,Credit card (automatic),19.2,Low,1123.65,Medium Value,No
7017-VFULY,Month-to-month,No,Bank transfer (automatic),20.1,Low,43.15,Low Value,Yes
5562-YJQGT,Month-to-month,No,Credit card (automatic),20.35,Low,35.1,Low Value,Yes
8807-OPMBM,Two year,Yes,Credit card (automatic),25.65,Low,1388,Medium Value,No
5439-WIKXB,Month-to-month,Yes,Electronic check,94.55,Very High,3851.45,High Value,Yes
9874-QLCLH,Month-to-month,Yes,Electronic check,104.2,Very High,1743.5,Medium Value,Yes
8294-UIMBA,One year,Yes,Bank transfer (automatic),94.4,Very High,2638.1,Medium Value,No
8109-YUOHE,One year,No,Mailed check,56.1,Medium,946.95,Medium Value,No
5840-NVDCG,Two year,No,Bank transfer (automatic),68.25,Medium,1114.85,Medium Value,No
8092-NLTGF,Two year,No,Bank transfer (automatic),24.75,Low,1777.6,Medium Value,No
5928-QLDHB,Month-to-month,Yes,Electronic check,76.25,High,684.85,Medium Value,Yes
9840-EFJQB,Month-to-month,No,Electronic check,74.35,High,74.35,Low Value,Yes
0696-UKTOX,Month-to-month,No,Electronic check,54.15,Medium,1312.45,Medium Value,Yes
4801-KFYKL,Month-to-month,No,Bank transfer (automatic),19.45,Low,159.2,Low Value,Yes
3472-OAOOR,Month-to-month,Yes,Mailed check,34.95,Low,610.2,Low Value,Yes
6135-OZQVA,Month-to-month,Yes,Electronic check,53.65,Medium,404.35,Low Value,Yes
8062-YBDOE,Month-to-month,Yes,Electronic check,69.65,Medium,69.65,Low Value,Yes
2252-JHJGE,One year,No,Electronic check,104,Very High,6363.45,High Value,No
4188-PCPIG,Two year,Yes,Credit card (automatic),70.35,Medium,4124.65,High Value,No
6000-APYLU,Month-to-month,Yes,Electronic check,80.8,High,713.1,Medium Value,Yes
7105-BENQF,One year,No,Mailed check,64.85,Medium,950.75,Medium Value,No
7721-DVEKZ,Month-to-month,No,Mailed check,19.65,Low,19.65,Low Value,Yes
3566-VVORZ,Month-to-month,No,Bank transfer (automatic),45.9,Medium,505.95,Low Value,Yes
9507-HSMMZ,Two year,No,Mailed check,20,Low,1149.65,Medium Value,No
2480-SQIOB,Month-to-month,No,Electronic check,44.8,Medium,169.65,Low Value,Yes
0947-IDHRQ,Month-to-month,Yes,Mailed check,80.3,High,526.7,Low Value,Yes
7813-TKCVO,One year,No,Mailed check,20.35,Low,393.15,Low Value,No
0128-MKWSG,Month-to-month,No,Mailed check,45.8,Medium,1147,Medium Value,Yes
3672-YITQD,Month-to-month,Yes,Electronic check,84.1,High,3021.6,High Value,Yes
4350-ZTLPI,One year,Yes,Bank transfer (automatic),108.95,Very High,5718.2,High Value,No
9048-JVYVF,Month-to-month,Yes,Electronic check,69.35,Medium,191.35,Low Value,Yes
0361-HJRDX,Two year,No,Credit card (automatic),64.35,Medium,4539.6,High Value,No
5727-MYATE,Two year,Yes,Credit card (automatic),90.8,Very High,6397.6,High Value,No
3823-KYNQY,One year,No,Credit card (automatic),24.95,Low,280.4,Low Value,No
8988-ECPJR,Month-to-month,Yes,Mailed check,79.6,High,2718.3,Medium Value,Yes
7570-WELNY,Two year,Yes,Bank transfer (automatic),84.7,High,5711.05,High Value,No
3021-VLNRJ,One year,Yes,Credit card (automatic),70.8,High,3478.15,High Value,No
3776-EKTKM,Month-to-month,Yes,Electronic check,36.45,Medium,36.45,Low Value,Yes
2080-CAZNM,Month-to-month,Yes,Electronic check,104.4,Very High,4133.95,High Value,Yes
1028-FFNJK,Month-to-month,Yes,Electronic check,101.5,Very High,2917.65,High Value,Yes
6907-FLBER,Month-to-month,No,Electronic check,54.3,Medium,54.3,Low Value,Yes
3001-UNBTL,Month-to-month,Yes,Electronic check,103.95,Very High,2964.8,High Value,Yes
5982-PSMKW,Two year,Yes,Credit card (automatic),91.1,Very High,2198.3,Medium Value,No
3507-GASNP,Two year,No,Mailed check,19.95,Low,1189.9,Medium Value,No
7096-ZNBZI,Two year,No,Credit card (automatic),26.45,Low,1914.5,Medium Value,No
1902-XBTFB,Month-to-month,Yes,Electronic check,89.4,High,2001.5,Medium Value,Yes
1676-MQAOA,Two year,Yes,Bank transfer (automatic),75.1,High,5336.35,High Value,No
0786-IVLAW,One year,No,Bank transfer (automatic),108.1,Very High,7238.6,High Value,No
7566-DSRLQ,Two year,Yes,Electronic check,110.15,Very High,7998.8,High Value,No
0643-OKLRP,Month-to-month,No,Electronic check,80.35,High,3825.85,High Value,Yes
7245-JMTTQ,One year,Yes,Electronic check,111.5,Very High,5703.25,High Value,No
6050-IJRHS,One year,Yes,Electronic check,106.5,Very High,7397,High Value,No
6202-JVYEU,One year,Yes,Electronic check,19.9,Low,164.6,Low Value,No
8591-TKMZH,Two year,Yes,Mailed check,111.1,Very High,6555.2,High Value,No
0734-OXWBT,Month-to-month,No,Mailed check,70.7,High,225.65,Low Value,Yes
4282-ACRXS,Month-to-month,Yes,Electronic check,24.85,Low,955.75,Medium Value,Yes
0365-TRTPY,Month-to-month,No,Bank transfer (automatic),91.2,Very High,3382.3,High Value,Yes
7349-ALMUX,Two year,No,Bank transfer (automatic),65.6,Medium,2313.8,Medium Value,No
9381-NDKME,Month-to-month,Yes,Credit card (automatic),40.65,Medium,933.3,Medium Value,Yes
6502-KUGLL,Month-to-month,No,Bank transfer (automatic),59.45,Medium,780.85,Medium Value,Yes
1841-YSJGV,Two year,Yes,Credit card (automatic),109.95,Very High,7852.4,High Value,No
2794-XIMMO,One year,Yes,Electronic check,60.45,Medium,3184.25,High Value,No
8382-SHQEH,Month-to-month,Yes,Electronic check,84.9,High,764.95,Medium Value,Yes
3511-BFTJW,Two year,No,Credit card (automatic),38.5,Medium,2763,High Value,No
7668-XCFYV,Month-to-month,Yes,Electronic check,92.55,Very High,1614.7,Medium Value,Yes
2983-ZANRP,Month-to-month,Yes,Bank transfer (automatic),73.55,High,145.4,Low Value,Yes
7845-URHJN,Month-to-month,No,Bank transfer (automatic),20.15,Low,156.25,Low Value,Yes
3034-ZBEQN,One year,No,Mailed check,34.7,Low,1604.5,Medium Value,No
5018-HEKFO,Month-to-month,Yes,Mailed check,24.5,Low,270.15,Low Value,Yes
2923-ARZLG,One year,Yes,Mailed check,19.7,Low,,,No
3976-NLDEZ,Month-to-month,No,Mailed check,20.6,Low,20.6,Low Value,Yes
2282-YGNOR,One year,No,Credit card (automatic),58,Medium,1734.5,Medium Value,No
5336-UFNZP,One year,Yes,Electronic check,107.45,Very High,7047.5,High Value,No
6854-EXGSF,Month-to-month,Yes,Bank transfer (automatic),65.5,Medium,573.15,Low Value,Yes
1241-EZFMJ,Two year,No,Bank transfer (automatic),25.45,Low,1538.6,Medium Value,No
9233-PSYHO,One year,Yes,Bank transfer (automatic),100.15,Very High,4459.8,High Value,No
5376-PCKNB,One year,Yes,Credit card (automatic),104.45,Very High,7459,High Value,No
8044-BGWPI,Month-to-month,Yes,Electronic check,21.15,Low,306.05,Low Value,Yes
4060-LDNLU,Month-to-month,No,Electronic check,96.2,Very High,639.7,Low Value,Yes
3589-PPVKW,Month-to-month,Yes,Mailed check,44.4,Medium,348.15,Low Value,Yes
8327-LZKAS,One year,Yes,Electronic check,107.55,Very High,4533.9,High Value,No
5887-IKKYO,Two year,No,Bank transfer (automatic),94.35,Very High,5563.65,High Value,No
1075-BGWOH,Month-to-month,Yes,Electronic check,98.75,Very High,1587.55,Medium Value,Yes
1755-RMCXH,Month-to-month,No,Mailed check,20.3,Low,40.25,Low Value,Yes
0302-JOIVN,Month-to-month,No,Electronic check,101.15,Very High,842.9,Medium Value,Yes
3858-XHYJO,One year,No,Bank transfer (automatic),105.75,Very High,4228.55,High Value,No
4299-SIMNS,Month-to-month,Yes,Electronic check,81.15,High,784.45,Medium Value,Yes
7025-IWFHT,One year,Yes,Electronic check,89.55,High,3729.75,High Value,No
6261-LHRTG,Month-to-month,Yes,Credit card (automatic),54.75,Medium,1406.9,Medium Value,Yes
7841-FCRQD,One year,Yes,Credit card (automatic),53.75,Medium,1857.3,Medium Value,No
